"ID"	"MaxEcotype"	"AssignmentP"	"AssignmentQ"	"AssignedToEcotypeStates"	"Ecotype"
"164"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"E4"	0.00163964186091209	0.0093161469370005	TRUE	"E4"
"166"	"TCGA.50.5931.11A.01R.1858.07"	"E4"	1.18905981178472e-05	0.000129245631715731	TRUE	"E4"
"170"	"TCGA.44.5645.11A.01R.1628.07"	"E4"	1.63466286551088e-08	8.42925269050459e-07	TRUE	"E4"
"175"	"TCGA.91.6836.11A.01R.1858.07"	"E4"	3.22403838024599e-07	5.75721139329641e-06	TRUE	"E4"
"204"	"TCGA.50.5935.11A.01R.1858.07"	"E4"	2.21788807514252e-06	3.15232229201348e-05	TRUE	"E4"
"215"	"TCGA.56.7582.11A.01R.2045.07"	"E4"	5.95032671568923e-06	7.08372228058242e-05	TRUE	"E4"
"217"	"TCGA.91.6830.01A.11R.1949.07"	"E4"	0.00122788252772526	0.00767426579828288	TRUE	"E4"
"226"	"TCGA.56.8309.11A.01R.2296.07"	"E4"	2.49338886845751e-08	8.90496024449111e-07	TRUE	"E4"
"236"	"TCGA.44.6777.11A.01R.1858.07"	"E4"	1.44595968731879e-07	3.01241601524747e-06	TRUE	"E4"
"239"	"TCGA.22.4593.11A.01R.1820.07"	"E4"	2.55294426440016e-06	3.35913719000021e-05	TRUE	"E4"
"240"	"TCGA.97.7553.01A.21R.2039.07"	"E4"	0.0302513032886874	0.0713474134167157	TRUE	"E4"
"242"	"TCGA.43.3394.11A.01R.1758.07"	"E4"	1.58803540967672e-07	3.05391424937831e-06	TRUE	"E4"
"248"	"TCGA.91.6849.11A.01R.1949.07"	"E4"	3.8948565853692e-08	1.21714268292787e-06	TRUE	"E4"
"14"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"E5"	0.0607383254334653	0.111378120119725	TRUE	"E5"
"21"	"TCGA.50.5044.01A.21R.1858.07"	"E5"	0.101118930487716	0.149584216697804	TRUE	"E5"
"24"	"TCGA.63.A5MM.01A.11R.A26W.07"	"E5"	0.201398982069296	0.245219051694036	TRUE	"E5"
"49"	"TCGA.62.8394.01A.11R.2326.07"	"E5"	0.042479329791557	0.0884326752852668	TRUE	"E5"
"52"	"TCGA.63.6202.01A.11R.1820.07"	"E5"	1.67148637657781e-05	0.000167148637657781	TRUE	"E5"
"58"	"TCGA.78.8660.01A.11R.2403.07"	"E5"	0.00136947633343195	0.00815164484185686	TRUE	"E5"
"80"	"TCGA.95.8039.01A.11R.2241.07"	"E5"	0.116704828055423	0.165888137655935	TRUE	"E5"
"83"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"E5"	0.048332668177378	0.0960946791980117	TRUE	"E5"
"99"	"TCGA.55.8510.01A.11R.2403.07"	"E5"	0.0890039388079523	0.141983597146067	TRUE	"E5"
"105"	"TCGA.39.5011.01A.01R.1443.07"	"E5"	0.0438029129542491	0.0890303108826202	TRUE	"E5"
"131"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"E5"	0.0377347871512914	0.0834840423701137	TRUE	"E5"
"154"	"TCGA.38.4629.01A.02R.1206.07"	"E5"	0.0230486844069874	0.058166172235361	TRUE	"E5"
"158"	"TCGA.64.5815.01A.01R.1628.07"	"E5"	0.0922163551851743	0.144249328515375	TRUE	"E5"
"182"	"TCGA.05.4398.01A.01R.1206.07"	"E5"	0.00315237506604762	0.0143289775729437	TRUE	"E5"
"190"	"TCGA.55.8090.01A.11R.2241.07"	"E5"	0.128649846510508	0.179678556578922	TRUE	"E5"
"208"	"TCGA.95.8494.01A.11R.2326.07"	"E5"	0.0147153686148286	0.0399874147142082	TRUE	"E5"
"209"	"TCGA.44.4112.01A.01R.1107.07"	"E5"	0.158429668371977	0.204161943778321	TRUE	"E5"
"223"	"TCGA.97.8547.01A.11R.2403.07"	"E5"	0.0460459787415009	0.0928346345594776	TRUE	"E5"
"233"	"TCGA.64.5775.01A.01R.1628.07"	"E5"	0.165931070746239	0.212732141982358	TRUE	"E5"
"245"	"TCGA.49.AARO.01A.12R.A41B.07"	"E5"	0.00305394829029973	0.0141386494921284	TRUE	"E5"
